"","collocation","count","count_nested","length","lambda","z"
"2176","so zu",3,0,2,1.10920378860722,2.03107979371194
"2177","auch von",5,0,2,0.879694826081725,2.02451972799742
"2178","auch nicht",4,0,2,0.968227311554112,2.01827098018451
"2179","und deutschland",5,0,2,0.886587602430234,2.00092238877683
"2180","für mehr",4,0,2,0.949593438809592,1.97275573846056
"2181","° und",4,0,2,0.954056722986436,1.95159184905073
"2182","werden in",4,0,2,0.934867603759329,1.9384432528588
"2183","die neuen",4,0,2,0.947852908678523,1.90016196163558
"2184","der politik",3,0,2,1.06500070371027,1.89843564285745
"2185","wir mit",3,0,2,1.03117104902639,1.89833672565217
"2186","können die",4,0,2,0.930973031794047,1.89829570829609
"2187","wie sie",3,0,2,1.02276433060253,1.88270149079803
"2188","einer der",5,0,2,0.819247679450194,1.85641193580461
"2189","das über",5,0,2,0.802457201187922,1.83952923156349
"2190","sie an",3,0,2,0.999031264464818,1.83827174573984
"2191","damit die",4,0,2,0.89672756986016,1.83069379199011
"2192","nur die",6,0,2,0.740916453536128,1.82566052864297
"2193","es in",7,0,2,0.665886366999594,1.78567556893099
"2194","es auch",3,0,2,0.965314568202612,1.77803975989458
"2195","deutschland und",4,0,2,0.849295188950364,1.74300599794868
"2196","klimawandel und",4,0,2,0.849295188950364,1.74300599794868
"2197","ist auch",4,0,2,0.834611527409669,1.740089302513
"2198","war die",3,0,2,0.958184787355654,1.72204572454522
"2199","die emissionen",4,0,2,0.848897414397901,1.71020742997253
"2200","zu dem",5,0,2,0.73049616843379,1.68222071952106
"2201","und einer",5,0,2,0.735031865115261,1.66700580081206
"2202","und nach",5,0,2,0.723376758392642,1.64114353648449
"2203","hat den",3,0,2,0.887317840363449,1.63144510829632
"2204","der menschen",3,0,2,0.908677276532595,1.63036215478021
"2205","und mehr",7,0,2,0.607604198872357,1.61362635286024
"2206","sie werden",4,0,2,0.772666833508187,1.61308587886889
"2207","als auf",3,0,2,0.874162564793231,1.61017801487567
"2208","dass in",5,0,2,0.675724941985772,1.55420370744678
"2209","und einen",5,0,2,0.667046845419664,1.51581280705818
"2210","auch für",5,0,2,0.652191359272299,1.50319800619916
"2211","oder zu",3,0,2,0.816805536904532,1.50221091856917
"2212","soll die",3,0,2,0.828810816978516,1.49628392660823
"2213","auch ein",3,0,2,0.803648463906272,1.48222333287921
"2214","nur in",3,0,2,0.800462115972222,1.4684073372857
"2215","die heute",3,0,2,0.805742084578107,1.43486829056548
"2216","wir auf",3,0,2,0.772189197271982,1.42373056991936
"2217","und das",16,0,2,0.347682061557981,1.3726034290095
"2218","und jetzt",3,0,2,0.750993658761568,1.35914720130819
"2219","die damit",3,0,2,0.722278241051143,1.29099109087627
"2220","die am",5,0,2,0.572130686466052,1.28886487488037
"2221","werden und",5,0,2,0.556082090369181,1.27076076357143
"2222","und vor",7,0,2,0.446917552946518,1.19158762953717
"2223","wird die",6,0,2,0.441154313828599,1.09561151233048
"2224","sie eine",3,0,2,0.562960823681009,1.03984494437369
"2225","auf ein",3,0,2,0.532180164679377,0.983166124119101
"2226","das wird",4,0,2,0.470879057478385,0.982134025368633
"2227","die neue",4,0,2,0.478843267924141,0.979241955797102
"2228","wir in",4,0,2,0.467861537587576,0.976836262354989
"2229","auch der",9,0,2,0.324276887368744,0.975725612476288
"2230","sich in",5,0,2,0.417560839146664,0.9635450948535
"2231","sie mit",3,0,2,0.518126595978398,0.95732626919811
"2232","sich auf",3,0,2,0.516465340385285,0.954192019865609
"2233","und über",6,0,2,0.376602471425908,0.936624946365747
"2234","der neue",3,0,2,0.498634501005792,0.906549468567962
"2235","sie nicht",3,0,2,0.46001934218225,0.85028568501236
"2236","sie sie",3,0,2,0.46001934218225,0.85028568501236
"2237","der daten",3,0,2,0.451669510607942,0.822160445405828
"2238","es auf",3,0,2,0.443810942532941,0.820365345623801
"2239","aber in",3,0,2,0.438247969756913,0.807933765234322
"2240","klimaschutz die",3,0,2,0.41930808229858,0.765497024298172
"2241","das hat",3,0,2,0.396812948374238,0.731168583377744
"2242","die ihre",3,0,2,0.38539473002185,0.697389566771913
"2243","wenn der",3,0,2,0.377478312495814,0.690570337499476
"2244","sie die",11,0,2,0.208454132270345,0.690367508215818
"2245","die jetzt",3,0,2,0.366498821408558,0.663583464018982
"2246","die gegen",3,0,2,0.347952348580299,0.630357650408764
"2247","und wird",6,0,2,0.252553734392399,0.629678963586447
"2248","die man",3,0,2,0.329742603683933,0.597692848072929
"2249","ist mit",3,0,2,0.312961254769798,0.578834349104864
"2250","als in",3,0,2,0.311363025827589,0.574795772139198
"2251","muss und",3,0,2,0.303359123843697,0.556355433555684
"2252","der klimaschutz",4,0,2,0.264795996466619,0.548689520967666
"2253","ist der",12,0,2,0.146249960253233,0.505647373535528
"2254","hat und",4,0,2,0.239634875457116,0.498634910078829
"2255","er die",3,0,2,0.269638017365474,0.49379110428158
"2256","die durch",4,0,2,0.23431538723219,0.482746359012216
"2257","wie in",3,0,2,0.259087705016938,0.478537663607744
"2258","das vor",3,0,2,0.255077644170886,0.47076705141677
"2259","oder der",4,0,2,0.177568838519945,0.369533460512916
"2260","noch die",4,0,2,0.156638412959754,0.325794365856993
"2261","das sind",3,0,2,0.170569319908673,0.315071472695937
"2262","so die",3,0,2,0.149632248927702,0.274624486409339
"2263","zu werden",3,0,2,0.147268980854819,0.272568301680289
"2264","oder die",4,0,2,0.117127753713551,0.243779187662139
"2265","sie ist",3,0,2,0.109965751140574,0.20363902796586
"2266","das von",6,0,2,0.0721095201512578,0.181258088755698
"2267","das auch",3,0,2,0.0557525222794091,0.10309420127136
"2268","in eine",4,0,2,0.0450599055980221,0.0943867490260421
"2269","in ein",4,0,2,0.0367246100618321,0.0769326369114425
"2270","und eine",7,0,2,0.0211693654590301,0.0568932978155083
"2271","und den",12,0,2,-0.00562005743287486,-0.0194641295791037
"2272","wir die",5,0,2,-0.0367845871812023,-0.0848050874014393
"2273","und an",4,0,2,-0.0665419617188099,-0.138883391182924
"2274","hat der",3,0,2,-0.0823943568299565,-0.15187206831475
"2275","und in",16,0,2,-0.0426375551206042,-0.169446909659602
"2276","das ein",3,0,2,-0.170245367031468,-0.315365768462396
"2277","und ein",6,0,2,-0.135444222829296,-0.339770208408134
"2278","die einen",3,0,2,-0.192878550513548,-0.35389564542564
"2279","und hat",3,0,2,-0.202496478794385,-0.373562914240413
"2280","mehr die",3,0,2,-0.231076587753883,-0.426434222172865
"2281","ist zu",3,0,2,-0.259979531688882,-0.482259732286202
"2282","und dem",5,0,2,-0.229605600989689,-0.530680098266392
"2283","und sie",6,0,2,-0.231217975253915,-0.58071433635624
"2284","und der",28,0,2,-0.135373957104034,-0.704135530917522
"2285","das zu",5,0,2,-0.320066597438829,-0.742778943481055
"2286","und mit",5,0,2,-0.344386962679828,-0.796997828001718
"2287","wir der",3,0,2,-0.440968525984678,-0.816003812348727
"2288","die von",12,0,2,-0.240050378490976,-0.830743677909197
"2289","es die",5,0,2,-0.36821985886464,-0.852366289347949
"2290","die wir",3,0,2,-0.471982253744027,-0.86981027052518
"2291","nicht die",5,0,2,-0.379929482892275,-0.879578290127254
"2292","sich der",4,0,2,-0.440283961931353,-0.923381285167189
"2293","und nicht",5,0,2,-0.402950813004916,-0.933092965152638
"2294","die vor",4,0,2,-0.470538474951873,-0.982928497148847
"2295","und im",4,0,2,-0.517402562699884,-1.08540766085767
"2296","die mit",7,0,2,-0.410062440734281,-1.10388580235444
"2297","der im",4,0,2,-0.614126676326129,-1.28853769641922
"2298","und von",6,0,2,-0.529380255466237,-1.33363892364812
"2299","und sich",3,0,2,-0.757115011701575,-1.40405119106111
"2300","die sich",5,0,2,-0.68007990464019,-1.5741741483429
"2301","und für",7,0,2,-0.611255252815396,-1.65452362078357
"2302","der nicht",3,0,2,-0.960896450782105,-1.78348633478996
"2303","die sie",5,0,2,-0.788069954537347,-1.82622475915348
"2304","ist und",3,0,2,-1.09727384148142,-2.03985159038074
"2305","der von",4,0,2,-1.00125844899104,-2.10688475105468
"2306","und zu",5,0,2,-0.920887292168873,-2.14114744971983
"2307","und ist",3,0,2,-1.21436922056544,-2.25791114041295
"2308","der das",3,0,2,-1.3451515387547,-2.50179599306437
"2309","die auf",4,0,2,-1.19475007298555,-2.51358057870692
"2310","die das",4,0,2,-1.37861319718526,-2.9036896145668
"2311","das die",4,0,2,-1.48580898879547,-3.13443291696525
"2312","die den",3,0,2,-1.6932794835177,-3.15112053781434
"2313","die für",4,0,2,-1.5164408007981,-3.19630065354232
"2314","die zu",3,0,2,-1.76382545199905,-3.2833249827619
"2315","die in",7,0,2,-1.24110867878628,-3.36870286474024
"2316","der die",4,0,2,-2.18299494564035,-4.61318706091178
"2317","die der",4,0,2,-2.41086939477758,-5.09633334615245
"2318","die die",5,0,2,-2.26920469745163,-5.2997752640726
